10000	0.2265625	    0.010	84
15000	0.328125	    0.010	75
20000	0.4186046512	0.011	68
25000	0.503875969	    0.011	62
30000	0.5813953488	0.011	57
40000	0.6870229008	0.012	49
80000	0.9022556391	0.013	27
110000	0.962406015	    0.013	19
150000	0.9750746269	0.013	15
200000	0.987787839	    0.013	12
250000	0.990462687 	0.013	10
300000	0.996262266	    0.013	8
350000	1       	    0.013	7
